file;prover;time;result;
tptp-problems/col-trans/col-trans-0114.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0115.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0116.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0117.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0118.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0119.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0120.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0121.p; zenon; 39; Proved; 
tptp-problems/col-trans/col-trans-0122.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0123.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0124.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0125.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0126.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0127.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0128.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0129.p; zenon; 16; Proved; 
tptp-problems/col-trans/col-trans-0130.p; zenon; 8; Proved; 
tptp-problems/col-trans/col-trans-0131.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0132.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0133.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0134.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0135.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0136.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0137.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0138.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0139.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0140.p; zenon; 218; Proved; 
tptp-problems/col-trans/col-trans-0141.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0142.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0143.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0144.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0145.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0146.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0147.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0148.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0149.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0150.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0151.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0152.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0153.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0154.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0155.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0156.p; zenon; 52; Proved; 
tptp-problems/col-trans/col-trans-0157.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0158.p; zenon; 254; Proved; 
tptp-problems/col-trans/col-trans-0159.p; zenon; 326; Failed; 
tptp-problems/col-trans/col-trans-0160.p; zenon; 315; Failed; 
tptp-problems/col-trans/col-trans-0161.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0162.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0163.p; zenon; 5; Proved; 
tptp-problems/col-trans/col-trans-0164.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0165.p; zenon; 300; Failed; 
tptp-problems/col-trans/col-trans-0166.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0167.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0168.p; zenon; 301; Failed; 
tptp-problems/col-trans/col-trans-0169.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0170.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0171.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0172.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0173.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0174.p; zenon; 32; Proved; 
tptp-problems/col-trans/col-trans-0175.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0176.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0177.p; zenon; 42; Proved; 
tptp-problems/col-trans/col-trans-0178.p; zenon; 92; Proved; 
tptp-problems/col-trans/col-trans-0179.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0180.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0181.p; zenon; 9; Proved; 
tptp-problems/col-trans/col-trans-0182.p; zenon; 131; Proved; 
tptp-problems/col-trans/col-trans-0183.p; zenon; 317; Failed; 
tptp-problems/col-trans/col-trans-0184.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0185.p; zenon; 306; Failed; 
tptp-problems/col-trans/col-trans-0186.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0187.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0188.p; zenon; 338; Failed; 
tptp-problems/col-trans/col-trans-0189.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0190.p; zenon; 317; Failed; 
tptp-problems/col-trans/col-trans-0191.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0192.p; zenon; 175; Proved; 
tptp-problems/col-trans/col-trans-0193.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0194.p; zenon; 310; Failed; 
tptp-problems/col-trans/col-trans-0195.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0196.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0197.p; zenon; 5; Proved; 
tptp-problems/col-trans/col-trans-0198.p; zenon; 14; Proved; 
tptp-problems/col-trans/col-trans-0199.p; zenon; 21; Proved; 
tptp-problems/col-trans/col-trans-0200.p; zenon; 308; Failed; 
tptp-problems/col-trans/col-trans-0201.p; zenon; 18; Proved; 
tptp-problems/col-trans/col-trans-0202.p; zenon; 377; Failed; 
tptp-problems/col-trans/col-trans-0203.p; zenon; 74; Proved; 
tptp-problems/col-trans/col-trans-0204.p; zenon; 250; Proved; 
tptp-problems/col-trans/col-trans-0205.p; zenon; 265; Proved; 
tptp-problems/col-trans/col-trans-0206.p; zenon; 303; Failed; 
tptp-problems/col-trans/col-trans-0207.p; zenon; 43; Proved; 
tptp-problems/col-trans/col-trans-0208.p; zenon; 27; Proved; 
tptp-problems/col-trans/col-trans-0209.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0210.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0211.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0212.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0213.p; zenon; 9; Proved; 
tptp-problems/col-trans/col-trans-0214.p; zenon; 93; Proved; 
tptp-problems/col-trans/col-trans-0215.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0216.p; zenon; 405; Failed; 
tptp-problems/col-trans/col-trans-0217.p; zenon; 40; Proved; 
tptp-problems/col-trans/col-trans-0218.p; zenon; 403; Failed; 
tptp-problems/col-trans/col-trans-0219.p; zenon; 70; Proved; 
tptp-problems/col-trans/col-trans-0220.p; zenon; 38; Proved; 
tptp-problems/col-trans/col-trans-0221.p; zenon; 322; Failed; 
tptp-problems/col-trans/col-trans-0222.p; zenon; 306; Failed; 
tptp-problems/col-trans/col-trans-0223.p; zenon; 309; Failed; 
tptp-problems/col-trans/col-trans-0224.p; zenon; 59; Proved; 
tptp-problems/col-trans/col-trans-0225.p; zenon; 322; Failed; 
tptp-problems/col-trans/col-trans-0226.p; zenon; 22; Proved; 
tptp-problems/col-trans/col-trans-0227.p; zenon; 302; Failed; 
tptp-problems/col-trans/col-trans-0228.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0229.p; zenon; 17; Proved; 
tptp-problems/col-trans/col-trans-0231.p; zenon; 308; Failed; 
tptp-problems/col-trans/col-trans-0232.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0233.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0234.p; zenon; 311; Failed; 
tptp-problems/col-trans/col-trans-0235.p; zenon; 193; Proved; 
tptp-problems/col-trans/col-trans-0236.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0237.p; zenon; 303; Failed; 
tptp-problems/col-trans/col-trans-0238.p; zenon; 300; Failed; 
tptp-problems/col-trans/col-trans-0239.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0240.p; zenon; 314; Failed; 
tptp-problems/col-trans/col-trans-0241.p; zenon; 398; Failed; 
tptp-problems/col-trans/col-trans-0242.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0243.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0244.p; zenon; 9; Proved; 
tptp-problems/col-trans/col-trans-0245.p; zenon; 303; Failed; 
tptp-problems/col-trans/col-trans-0246.p; zenon; 321; Failed; 
tptp-problems/col-trans/col-trans-0247.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0248.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0249.p; zenon; 301; Failed; 
tptp-problems/col-trans/col-trans-0250.p; zenon; 26; Proved; 
tptp-problems/col-trans/col-trans-0251.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0252.p; zenon; 303; Failed; 
tptp-problems/col-trans/col-trans-0253.p; zenon; 307; Failed; 
tptp-problems/col-trans/col-trans-0254.p; zenon; 335; Failed; 
tptp-problems/col-trans/col-trans-0255.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0256.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0257.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0258.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0259.p; zenon; 7; Proved; 
tptp-problems/col-trans/col-trans-0260.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0261.p; zenon; 373; Failed; 
tptp-problems/col-trans/col-trans-0262.p; zenon; 314; Failed; 
tptp-problems/col-trans/col-trans-0263.p; zenon; 304; Failed; 
tptp-problems/col-trans/col-trans-0264.p; zenon; 339; Failed; 
tptp-problems/col-trans/col-trans-0265.p; zenon; 352; Failed; 
tptp-problems/col-trans/col-trans-0266.p; zenon; 13; Proved; 
tptp-problems/col-trans/col-trans-0267.p; zenon; 313; Failed; 
tptp-problems/col-trans/col-trans-0268.p; zenon; 307; Failed; 
tptp-problems/col-trans/col-trans-0269.p; zenon; 321; Failed; 
tptp-problems/col-trans/col-trans-0270.p; zenon; 313; Failed; 
tptp-problems/col-trans/col-trans-0271.p; zenon; 403; Failed; 
tptp-problems/col-trans/col-trans-0272.p; zenon; 421; Failed; 
tptp-problems/col-trans/col-trans-0273.p; zenon; 26; Proved; 
tptp-problems/col-trans/col-trans-0274.p; zenon; 381; Failed; 
tptp-problems/col-trans/col-trans-0275.p; zenon; 401; Failed; 
tptp-problems/col-trans/col-trans-0276.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0277.p; zenon; 12; Proved; 
tptp-problems/col-trans/col-trans-0278.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0279.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0280.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0281.p; zenon; 382; Failed; 
tptp-problems/col-trans/col-trans-0282.p; zenon; 6; Proved; 
tptp-problems/col-trans/col-trans-0283.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0284.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0285.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0286.p; zenon; 309; Failed; 
tptp-problems/col-trans/col-trans-0287.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0288.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0289.p; zenon; 386; Failed; 
tptp-problems/col-trans/col-trans-0290.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0291.p; zenon; 303; Failed; 
tptp-problems/col-trans/col-trans-0292.p; zenon; 313; Failed; 
tptp-problems/col-trans/col-trans-0293.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0294.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0295.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0296.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0297.p; zenon; 387; Failed; 
tptp-problems/col-trans/col-trans-0298.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0299.p; zenon; 308; Failed; 
tptp-problems/col-trans/col-trans-0300.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0301.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0302.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0303.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0304.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0305.p; zenon; 311; Failed; 
tptp-problems/col-trans/col-trans-0306.p; zenon; 5; Proved; 
tptp-problems/col-trans/col-trans-0307.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0308.p; zenon; 9; Proved; 
tptp-problems/col-trans/col-trans-0309.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0310.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0311.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0312.p; zenon; 11; Proved; 
tptp-problems/col-trans/col-trans-0313.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0314.p; zenon; 18; Proved; 
tptp-problems/col-trans/col-trans-0315.p; zenon; 62; Proved; 
tptp-problems/col-trans/col-trans-0316.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0317.p; zenon; 65; Proved; 
tptp-problems/col-trans/col-trans-0318.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0319.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0320.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0321.p; zenon; 3; Proved; 
tptp-problems/col-trans/col-trans-0322.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0323.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0324.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0325.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0326.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0327.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0328.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0329.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0330.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0331.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0332.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0333.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0334.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0335.p; zenon; 203; Proved; 
tptp-problems/col-trans/col-trans-0336.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0337.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0338.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0339.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0340.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0341.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0342.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0343.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0344.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0345.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0346.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0347.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0348.p; zenon; 302; Failed; 
tptp-problems/col-trans/col-trans-0349.p; zenon; 85; Proved; 
tptp-problems/col-trans/col-trans-0350.p; zenon; 124; Proved; 
tptp-problems/col-trans/col-trans-0351.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0352.p; zenon; 93; Proved; 
tptp-problems/col-trans/col-trans-0353.p; zenon; 300; Failed; 
tptp-problems/col-trans/col-trans-0354.p; zenon; 56; Proved; 
tptp-problems/col-trans/col-trans-0355.p; zenon; 38; Proved; 
tptp-problems/col-trans/col-trans-0356.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0357.p; zenon; 56; Proved; 
tptp-problems/col-trans/col-trans-0358.p; zenon; 11; Proved; 
tptp-problems/col-trans/col-trans-0359.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0360.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0361.p; zenon; 323; Failed; 
tptp-problems/col-trans/col-trans-0362.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0363.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0364.p; zenon; 7; Proved; 
tptp-problems/col-trans/col-trans-0365.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0366.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0367.p; zenon; 31; Proved; 
tptp-problems/col-trans/col-trans-0368.p; zenon; 39; Proved; 
tptp-problems/col-trans/col-trans-0369.p; zenon; 16; Proved; 
tptp-problems/col-trans/col-trans-0370.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0371.p; zenon; 23; Proved; 
tptp-problems/col-trans/col-trans-0372.p; zenon; 323; Failed; 
tptp-problems/col-trans/col-trans-0373.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0374.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0375.p; zenon; 30; Proved; 
tptp-problems/col-trans/col-trans-0376.p; zenon; 39; Proved; 
tptp-problems/col-trans/col-trans-0377.p; zenon; 28; Proved; 
tptp-problems/col-trans/col-trans-0378.p; zenon; 310; Failed; 
tptp-problems/col-trans/col-trans-0379.p; zenon; 305; Failed; 
tptp-problems/col-trans/col-trans-0380.p; zenon; 416; Failed; 
tptp-problems/col-trans/col-trans-0381.p; zenon; 303; Failed; 
tptp-problems/col-trans/col-trans-0382.p; zenon; 312; Failed; 
tptp-problems/col-trans/col-trans-0383.p; zenon; 321; Failed; 
tptp-problems/col-trans/col-trans-0384.p; zenon; 306; Failed; 
tptp-problems/col-trans/col-trans-0385.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0386.p; zenon; 318; Failed; 
tptp-problems/col-trans/col-trans-0387.p; zenon; 326; Failed; 
tptp-problems/col-trans/col-trans-0388.p; zenon; 1; Proved; 
tptp-problems/col-trans/col-trans-0389.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0390.p; zenon; 312; Failed; 
tptp-problems/col-trans/col-trans-0391.p; zenon; 338; Failed; 
tptp-problems/col-trans/col-trans-0392.p; zenon; 4; Proved; 
tptp-problems/col-trans/col-trans-0393.p; zenon; 2; Proved; 
tptp-problems/col-trans/col-trans-0394.p; zenon; 327; Failed; 
tptp-problems/col-trans/col-trans-0395.p; zenon; 0; Proved; 
tptp-problems/col-trans/col-trans-0396.p; zenon; 16; Proved; 
tptp-problems/col-trans/col-trans-0397.p; zenon; 100; Proved; 
tptp-problems/col-trans/col-trans-0398.p; zenon; 309; Failed; 
tptp-problems/col-trans/col-trans-0399.p; zenon; 326; Failed; 
